model consumption,emissions,energylabel
Opel Astra,ST,MY145,"1.4,Turbo,140,Cv,A6,,7.1,167,C
Opel Astra,ST,MY145,1.4,Turbo,140,Cv,A6,6.8,159,C
Opel Astra,ST,MY15'5,1.4,Turbo,140,Cv,M6,GLP,7.66,119,NA
Opel Astra,ST,NG,1.0,Turbo,Start,&,Stop,105,Cv,M5,4.6,105,A
Opel Astra,ST,NG,1.0,Turbo,Start,&,Stop,105,Cv,M5,4.5,103,A
Opel Astra,ST,NG,1.0,Turbo,Start,&,Stop,105,Cv,M5,(llanta,15),4.3,100,A
Opel Astra,ST,NG,1.0,Turbo,Start,&,Stop,105,Cv,MTA4.3,100,A
Opel Astra,ST,NG,1.0,Turbo,Start,&,Stop,105,Cv,MTA4.6,105,A
Opel Astra,ST,NG,1.4,Turbo,Start,&,Stop,125,Cv,M6,5.1,117,A
Opel Astra,ST,NG,1.4,Turbo,Start,&,Stop,150,Cv,A6,5.6,128,A
Opel Astra,ST,NG,1.4,Turbo,Start,&,Stop,150,Cv,M6,5.1,117,A
Opel Astra,ST,NG,1.6,CDTI,110,Cv,M6,3.8,99,A
Opel Astra,ST,NG,1.6,CDTI,136,Cv,A6,4.6,122,B
Opel Astra,ST,NG,1.6,CDTI,95,Cv,3.8,99,A
Opel Astra,ST,NG,1.6,CDTI,Start,&,Stop,136,Cv,M6,3.9,104,A
Opel Astra,ST,NG,1.6,CDTI,Start,&,Stop,160,Cv,M6,4.2,112,A
Opel Astra,ST,NG,1.6,Turbo,Start,&,Stop,200,Cv,M6,6.2,142,B
Opel Astra,ST,NG,1.6,Turbo,Start,&,Stop,200,Cv,M6,6.2,143,B
Opel Astra,ST,NG,MY17'5,1.6,Turbo,Start,&,Stop,200,Cv,M6,6.2,142,B
Opel Astra,ST,NG,MY18,1.0,Turbo,Start,&,Stop,105,Cv,M5,4.6,105,A
Opel Astra,ST,NG,MY18,1.0,Turbo,Start,&,Stop,105,Cv,M5,4.5,103,A
Opel Astra,ST,NG,MY18,1.0,Turbo,Start,&,Stop,105,Cv,MTA4.6,105,A
Opel Astra,ST,NG,MY18,1.6,CDTI,95,Cv,3.8,99,A
Opel Cabrio,"1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.5,149,B
Opel Cabrio,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.3,148,B
Opel Cabrio,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.3,149,B
Opel Cabrio,1.6,Turbo,170,Cv,A6,7.3,172,C
Opel Cabrio,1.6,Turbo,170,Cv,A6,7.6,176,D
Opel Cabrio,1.6,Turbo,170,Cv,A6,,7.2,169,C
Opel Cabrio,1.6,Turbo,Start,&,Stop,200,Cv,M6,6.9,158,C
Opel Cabrio,2.0,CDTI,165,Cv,A6,6.2,163,D
Opel Cabrio,2.0,CDTI,165,Cv,A6,,6.2,164,D
Opel Cabrio,2.0,CDTI,Start,&,Stop,165,Cv,M6,5.2,138,C
Opel Cabrio,2.0,CDTI,Start,&,Stop,165,Cv,M6,,5.3,139,C
Opel Cabrio,2.0,CDTI,Start,&,Stop,170,Cv,M6,4.9,129,B
Opel Cabrio,2.0,CDTI,Start,&,Stop,195,Cv,M6,5.2,138,C
Opel Cabrio,2.0,CDTI,Start,&,Stop,195,Cv,M6,,5.3,139,C
Opel Cabrio,MY14'5,1.6,Turbo,170,Cv,A6,7.2,168,C
Opel Cabrio,MY14'5,1.6,Turbo,170,Cv,A6,(Llanta,18.,19,y,20),7.2,169,C
Opel Cabrio,MY15,1.6,Turbo,Start,&,Stop,200,Cv,M6,6.3,149,B
Opel Cabrio,MY17'5,1.6,Turbo,170,Cv,A6,7.3,172,C
Opel Cabrio,MY17'5,1.6,Turbo,Start,&,Stop,200,Cv,M6,6.8,158,C
Opel Combo,Cargo,1.3,CDTI,90,Cv,L1H1M5,5,133,NA
Opel Combo,Cargo,1.3,CDTI,90,Cv,L1H1,¡,M5,5,133,NA
Opel Combo,Cargo,1.3,CDTI,90,Cv,L2H1M5,5.1,136,NA
Opel Combo,Cargo,1.3,CDTI,90,Cv,L2H1M5,(MMA>2500kg),5.1,136,NA
Opel Combo,Cargo,1.3,CDTI,Start,&,Stop,90,Cv,L1H1M5,4.8,126,NA
Opel Combo,Cargo,1.4,CNG,120,Cv,L1H1M6,4.9,134,NA
Opel Combo,Cargo,1.4,CNG,120,Cv,L1H2M6,5.1,138,NA
Opel Combo,Cargo,1.4,CNG,120,Cv,L2H1M6,4.9,134,NA
Opel Combo,Cargo,1.4i,95,Cv,L1H1,¡,M5,7.3,169,NA
Opel Combo,Cargo,1.6,CDTI,105,Cv,L1H1M6,5.5,144,NA
Opel Combo,Cargo,1.6,CDTI,105,Cv,L1H1M6,(MMA>2500kg),5.5,144,NA
Opel Combo,Cargo,1.6,CDTI,105,Cv,L1H1,¡,M6,5.4,143,NA
Opel Combo,Cargo,1.6,CDTI,105,Cv,L1H2M6,5.8,154,NA
Opel Combo,Cargo,1.6,CDTI,105,Cv,L1H2M6,(MMA>2500kg),5.8,154,NA
Opel Combo,Cargo,1.6,CDTI,105,Cv,L2H1M6,5.5,144,NA
Opel Combo,Cargo,1.6,CDTI,Start,&,Stop,105,Cv,L1H1,¡,M6,5.2,138,NA
Opel Combo,Cargo,1.6,CDTI,Start,&,Stop,105,Cv,L2H1M6,5.2,137,NA
Opel Combo,Cargo,1.6,CDTI,Start,&,Stop,105,Cv,L2H1,¡,M6,5.4,141,NA
Opel COMBO,CARGO,1.3,CDTI,95,Cv,L1H1M5,5,133,NA
Opel COMBO,CARGO,1.3,CDTI,95,Cv,L1H1M5,5,133,NA
Opel COMBO,CARGO,1.3,CDTI,95,Cv,L2H1M5,(MMA>2500kg),5.1,136,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L1H1,5.2,135,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L1H1,¡,5.1,134,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L1H2M6,5.6,147,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L2H1M6,5.2,135,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L2H1M6,(MMA>2500kg),5.6,147,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L2H1M6,(MMA>2500kg),5.2,135,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L2H2M6,6,158,NA
Opel COMBO,CARGO,1.6,CDTI,105,Cv,L2H2M6,5.7,149,NA
Opel Combo,Cargo,MY14,1.4,CNG,120,Cv,L1H1M6,4.9,134,NA
Opel Combo,Cargo,MY14,1.4,CNG,120,Cv,L1H2M6,5.1,138,NA
Opel Combo,Cargo,MY14,1.4,CNG,120,Cv,L2H1M6,4.9,134,NA
Opel Combo,Cargo,MY16,1.4i,95,Cv,L1H1,¡,M5,7.3,169,NA
Opel Combo,Cargo,MY16,1.6,CDTI,105,Cv,L2H1M6,5.5,144,NA
Opel Combo,Cargo,MY16,1.6,CDTI,105,Cv,L2H1M6,5.5,144,NA
Opel Combo,Cargo,MY17,1.6,CDTI,105,Cv,L1H1M6,5.5,144,NA
Opel Combo,Cargo,MY17,1.6,CDTI,105,Cv,L1H1,¡,M6,5.4,143,NA
Opel Combo,Cargo,MY17,1.6,CDTI,105,Cv,L1H2M6,5.8,154,NA
Opel Combo,Cargo,MY17,1.6,CDTI,105,Cv,L1H2M6,(MMA>2500kg),5.8,154,NA
Opel COMBO,TOUR,1.3,CDTI,90,Cv,L1H1M5,(N1),5.1,136,NA
Opel COMBO,TOUR,1.3,CDTI,95,Cv,L1H1M5,(N1),5.1,136,NA
Opel COMBO,TOUR,1.4,CNG,120,Cv,M6,L1H1,4.9,134,NA
Opel COMBO,TOUR,1.4i,95,Cv,L1H1,¡,M5,(N1),7.4,172,NA
Opel COMBO,TOUR,1.4i,95,Cv,M5,L1H1,5,ó,,7.4,172,D
Opel COMBO,TOUR,1.6,CDTI,105,Cv,L1H1M6,(N1),5.2,136,NA
Opel COMBO,TOUR,1.6,CDTI,105,Cv,L1H1M6,(N1),5.5,145,NA
Opel COMBO,TOUR,1.6,CDTI,105,Cv,M6,L1H1,5,ó,,5.5,145,D
Opel COMBO,TOUR,1.6,CDTI,105,Cv,M6,L1H2,6,158,E
Opel COMBO,TOUR,1.6,CDTI,105,Cv,M6,L2H1(N1),5.3,139,NA
Opel COMBO,TOUR,1.6,CDTI,105,Cv,M6,L2H1(N1),5.6,148,NA
Opel COMBO,TOUR,1.6,CDTI,120,Cv,M6,L1H1,5,ó,,5.2,137,C
Opel COMBO,TOUR,1.6,CDTI,120,Cv,M6,L1H2,5.8,152,E
Opel COMBO,TOUR,1.6,CDTI,120,Cv,M6,L2H1,5.5,144,C
Opel COMBO,TOUR,1.6,CDTI,90,Cv,A5,L1H1,5,ó,,5.4,141,D
Opel COMBO,TOUR,1.6,CDTI,90,Cv,M6,L1H1,5,ó,,5.5,145,D
Opel COMBO,TOUR,1.6,CDTI,95,Cv,M6,L1H1,5,ó,,5.2,137,C
Opel COMBO,TOUR,1.6,CDTI,Start,&,Stop,105,Cv,M6,L1H1,5,ó,,5.2,138,C
Opel COMBO,TOUR,1.6,CDTI,Start,&,Stop,105,Cv,M6,L1H2,5.7,150,D
Opel COMBO,TOUR,1.6,CDTI,Start,&,Stop,105,Cv,M6,L2H1(N1),5.4,141,NA
Opel COMBO,TOUR,1.6,CDTI,Start,&,Stop,105cv,L1H1M6,(N1),5.2,138,NA
Opel COMBO,TOUR,1.6,CDTI,Start,&,Stop,120,Cv,M6,L1H1,5,ó,,4.7,124,C
Opel COMBO,TOUR,1.6,CDTI,Start,&,Stop,120,Cv,M6,L1H2,5.3,140,D
Opel COMBO,TOUR,2.0,CDTI,135,Cv,M6,L1H1,5,ó,,5.9,156,E
Opel COMBO,TOUR,2.0,CDTI,Start,&,Stop,135,Cv,M6,L1H1,5,ó,,5.7,150,D
Opel Combo,Tour,MY10,1.3,CDTI,75,Cv,M5,5.1,134,D
Opel Combo,Tour,MY11,1.3,CDTI,75,Cv,M5,5.1,134,D
Opel Combo,Tour,MY11,1.7,CDTI,100,Cv,M5,5.2,140,E
Opel Combo,Tour,MY14,1.4,CNG,120,Cv,M6,L1H1,4.9,134,NA
Opel Combo,Tour,MY14,2.0,CDTI,135,Cv,M6,L1H1,5,ó,,5.9,156,E
Opel Combo,Tour,MY14,2.0,CDTI,Start,&,Stop,135,Cv,M6,L1H1,5,ó,,5.7,150,D
Opel Combo,Tour,MY16,1.4i,95,Cv,L1H1,¡,M5,(N1),7.4,172,NA
Opel Combo,Tour,MY16,1.4i,95,Cv,M5,L1H1,5,ó,,7.4,172,D
Opel Combo,Tour,MY16,1.6,CDTI,105,Cv,M6,L1H1,5,ó,,5.5,145,D
Opel Combo,Tour,MY16,1.6,CDTI,105,Cv,M6,L1H2,6,158,E
Opel Combo,Tour,MY16,1.6,CDTI,90,Cv,A5,L1H1,5,ó,,5.4,141,D
Opel Combo,Tour,MY16,1.6,CDTI,90,Cv,M6,L1H1,5,ó,,5.5,145,D
Opel Combo,Tour,MY16,1.6,CDTI,Start,&,Stop,105,Cv,L1H1,¡,M6,5.2,138,NA
Opel Combo,Tour,MY16,1.6,CDTI,Start,&,Stop,105,Cv,L2H1,¡,M6,5.4,141,NA
Opel Combo,Tour,MY16,1.6,CDTI,Start,&,Stop,105,Cv,M6,L1H1,5,ó,,5.2,138,C
Opel Combo,Tour,MY16,1.6,CDTI,Start,&,Stop,105,Cv,M6,L1H2,5.7,150,D
Opel CORSA,1.0,Turbo,Start,&,Stop,115,Cv,M6,3P,4.9,114,B
Opel CORSA,1.0,Turbo,Start,&,Stop,115,Cv,M6,5P,5,117,B
Opel CORSA,1.3,CDTI,75,Cv,M5,3P,4,107,B
Opel CORSA,1.3,CDTI,75,Cv,M5,3P,4,105,B
Opel CORSA,1.3,CDTI,75,Cv,M5,3P,3.8,101,B
Opel CORSA,1.3,CDTI,75,Cv,M5,5P,4,107,B
Opel CORSA,1.3,CDTI,75,Cv,M5,5P,4,105,B
Opel CORSA,1.3,CDTI,75,Cv,M5,5P,3.8,101,B
Opel CORSA,1.3,CDTI,EoFlex,Start,&,Stop,95,Cv,M5,3P,3.3,87,A
Opel CORSA,1.3,CDTI,EoFlex,Start,&,Stop,95,Cv,M5,5P,3.4,89,A
Opel CORSA,1.3,CDTI,Start,&,Stop,95,Cv,M6,3P,4.1,108,C
Opel CORSA,1.3,CDTI,Start,&,Stop,95,Cv,M6,3P,4,106,B
Opel CORSA,1.3,CDTI,Start,&,Stop,95,Cv,M6,3P,3.8,101,B
Opel CORSA,1.3,CDTI,Start,&,Stop,95,Cv,M6,5P,4.1,108,C
Opel CORSA,1.3,CDTI,Start,&,Stop,95,Cv,M6,5P,4,106,B
Opel CORSA,1.3,CDTI,Start,&,Stop,95,Cv,M6,5P,3.8,101,B
Opel CORSA,1.4,75,Cv,M5,3P,5.2,120,C
Opel CORSA,1.4,75,Cv,M5,3P,5.1,118,B
Opel CORSA,1.4,75,Cv,M5,5P,5.2,120,C
Opel CORSA,1.4,75,Cv,M5,5P,5.1,118,B
Opel CORSA,1.4,90,Cv,M5,3P,5.2,120,C
Opel CORSA,1.4,90,Cv,M5,3P,5.1,118,B
Opel CORSA,1.4,90,Cv,M5,5P,5.2,120,C
Opel CORSA,1.4,90,Cv,M5,5P,5.1,118,B
Opel CORSA,1.4,AT6,90,Cv,5P,6,139,D
Opel CORSA,1.4,GLP,M5,90,Cv,3P,7.29,114,NA
Opel CORSA,1.4,GLP,M5,90,Cv,3P,7.29,113,NA
Opel CORSA,1.4,GLP,M5,90,Cv,5P,7.29,114,NA
Opel CORSA,1.4,GLP,M5,90,Cv,5P,7.29,113,NA
Opel CORSA,1.4,MTA,Start,&,Stop,90,Cv,3P,4.8,112,B
Opel CORSA,1.4,MTA,Start,&,Stop,90,Cv,3P,4.7,110,B
Opel CORSA,1.4,MTA,Start,&,Stop,90,Cv,5P,4.8,112,B
Opel CORSA,1.4,MTA,Start,&,Stop,90,Cv,5P,4.7,110,B
Opel CORSA,1.4,Turbo,Start,&,Stop,100,Cv,M6,3P,5.2,122,C
Opel CORSA,1.4,Turbo,Start,&,Stop,100,Cv,M6,3P,5.1,119,B
Opel CORSA,1.4,Turbo,Start,&,Stop,100,Cv,M6,5P,5.2,122,C
Opel CORSA,1.4,Turbo,Start,&,Stop,100,Cv,M6,5P,5.1,119,B
Opel CORSA,1.6,Turbo,OPC,3P,7.5,174,F
Opel Corsa,MY10,1.2,80,Cv,3P,5.8,139,D
Opel Corsa,MY10,1.2,80,Cv,5P,6.1,146,D
Opel Corsa,MY10,1.3,EoFlex,75,Cv,3P,4.3,114,C
Opel Corsa,MY10,1.4,100cv,5P,5.5,129,C
Opel Corsa,MY11,1.0,65,Cv,3P,5,117,B
Opel Corsa,MY11,1.0,65,Cv,5P,5,117,B
Opel Corsa,MY11,1.2,85,Cv,3P,5.3,124,C
Opel Corsa,MY11,1.2,85,Cv,5P,5.3,124,C
Opel Corsa,MY11,1.2,85,Cv,MTA.,3P,5.1,119,C
Opel Corsa,MY11,1.2,85,Cv,MTA.,5P,5.1,119,B
Opel Corsa,MY11,1.3,CDTI,95,Cv,M6,3P,4.4,115,D
Opel Corsa,MY11,1.3,CDTI,Start,&,Stop,95,Cv,M5,3P,3.5,94,B
Opel Corsa,MY11,1.3,CDTI,Start,&,Stop,95,Cv,M5,5P,3.6,95,B
Opel Corsa,MY11,1.3,EoFlex,75,Cv,3P,4.3,114,C
Opel Corsa,MY11,1.3,EoFlex,75,Cv,5P,4.3,114,C
Opel Corsa,MY11,1.3,EoFlex,Start,&,Stop,75,Cv,M5,3P,4,105,C
Opel Corsa,MY11,1.3,EoFlex,Start,&,Stop,75,Cv,M5,5P,4,105,C
Opel Corsa,MY11,1.4,100,Cv,A4,5P,6.3,147,D
Opel Corsa,MY11,1.4,100,Cv,M5,5P,5.7,134,C
Opel Corsa,MY12,1.2,85,Cv,3P,5.5,129,C
Opel Corsa,MY12,1.2,85,Cv,5P,5.5,129,C
Opel Corsa,MY12,1.3,CDTI,Start,&,Stop,95,Cv,M5,3P,3.5,94,B
Opel Corsa,MY12,1.3,CDTI,Start,&,Stop,95,Cv,M5,5P,3.6,95,B
Opel Corsa,MY12,1.3,EoFlex,Start,&,Stop,75,Cv,M5,3P,4,105,C
Opel Corsa,MY12,1.3,EoFlex,Start,&,Stop,75,Cv,M5,5P,4,105,C
Opel Corsa,MY12,1.4,100,Cv,A4,5P,6.3,147,D
Opel Corsa,MY12,1.7,CDTI,130,Cv,M6,3P,4.5,118,D
Opel Corsa,MY13,1.3,CDTI,Start,&,Stop,95,Cv,M5,5P,3.4,89,A
Opel Corsa,MY14'5,"1.4,100,Start,&,Stop,Cv,M5,3P")",5.2,122,C
Opel Corsa,MY14'5,"1.4,100,Start,&,Stop,Cv,M5,5P")",5.2,122,C
Opel Corsa,MY14'5,1.0,65,Cv,M5,3P,5.1,120,C
Opel Corsa,MY14'5,1.2,85,Cv,3P,5.5,129,C
Opel Corsa,MY14'5,1.2,85,Cv,5P,5.5,129,C
Opel Corsa,MY14'5,1.2,85,Cv,MTA.,3P,5.3,125,C
Opel Corsa,MY14'5,1.2,85,Cv,MTA.,5P,5.3,125,C
Opel Corsa,MY14'5,1.2,GLP,M5,85,Cv,3P,12.71,110,NA
Opel Corsa,MY14'5,1.2,GLP,M5,85,Cv,5P,13.27,115,NA
Opel Corsa,MY14'5,1.2,Start,&,Stop,85,Cv,3P,5.1,119,C
Opel Corsa,MY14'5,1.2,Start,&,Stop,85,Cv,5P,5.1,119,B
Opel Corsa,MY14'5,1.3,CDTI,95,Cv,M6,3P,4.4,115,D
Opel Corsa,MY14'5,1.3,CDTI,95,Cv,M6,5P,4.4,115,C
Opel Corsa,MY14'5,1.3,CDTI,Start,&,Stop,95,Cv,M5,3P,3.3,88,A
Opel Corsa,MY14'5,1.3,CDTI,Start,&,Stop,95,Cv,M5,5P,3.3,88,A
Opel Corsa,MY14'5,1.3,EoFlex,75,Cv,M5,3P,4.2,110,C
Opel Corsa,MY14'5,1.3,EoFlex,75,Cv,M5,5P,4.2,112,C
Opel Corsa,MY14'5,1.3,EoFlex,95,Cv,M6,3P,4.4,115,D
Opel Corsa,MY14'5,1.3,EoFlex,95,Cv,M6,5P,4.4,115,C
Opel Corsa,MY14'5,1.4,100,Cv,M5,3P,5.7,134,D
Opel Corsa,MY14'5,1.4,100,Cv,M5,5P,5.7,134,C
Opel Corsa,MY14'5,1.4,100,Start,&,Stop,Cv,M5,3P,5.1,120,C
Opel Corsa,MY14'5,1.4,100,Start,&,Stop,Cv,M5,5P,5.1,120,B
Opel Corsa,MY14'5,1.4,Turbo,Start,&,Stop,120,Cv,M5,3P,5.5,129,C
Opel Corsa,MY14'5,1.4,Turbo,Start,&,Stop,120,Cv,M5,5P,5.5,129,C
Opel Corsa,MY14'5,1.6,Turbo,192,Cv,M6,3P,OPC7.3,172,F
Opel Corsa,MY14'5,1.6,Turbo,210,Cv,M6,3P,OPC,NÜRBURGRIN,7.6,178,G
Opel Corsa,MY14'5,1.7,CDTI,130,Cv,M6,3P,4.5,118,D
Opel Corsa,MY15'5,1.0,Turbo,Start,&,Stop,115,Cv,M6,3P,4.9,115,B
Opel Corsa,MY15'5,1.4,75,Cv,M5,3P,5.2,121,C
Opel Corsa,MY15'5,1.4,75,Cv,M5,3P,5.1,119,B
Opel Corsa,MY15'5,1.4,75,Cv,M5,5P,5.2,122,C
Opel Corsa,MY15'5,1.4,75,Cv,M5,5P,5.1,120,B
Opel Corsa,MY15'5,1.4,90,Cv,M5,3P,5.2,121,C
Opel Corsa,MY15'5,1.4,90,Cv,M5,3P,5.1,119,B
Opel Corsa,MY15'5,1.4,90,Cv,M5,5P,5.2,122,C
Opel Corsa,MY15'5,1.4,90,Cv,M5,5P,5.1,120,B
Opel Corsa,MY15'5,1.4,AT6,90,Cv,5P,6,140,D
Opel Corsa,MY15'5,1.4,Turbo,Start,&,Stop,100,Cv,M6,5P,5.3,123,C
Opel Corsa,MY15'5,1.4,Turbo,Start,&,Stop,100,Cv,M6,5P,5.1,120,B
Opel Corsa,MY16,1.3,CDTI,Start,&,Stop,75,Cv,M5,3P,3.8,100,B
Opel Corsa,MY16,1.3,CDTI,Start,&,Stop,75,Cv,M5,5P,3.8,100,B
Opel Corsa,MY16,1.4,75,Cv,M5,3P,5.1,118,B
Opel Corsa,MY16,1.4,75,Cv,M5,5P,5.1,118,B
Opel Corsa,MY16,1.4,90,Cv,M5,3P,5.1,118,B
Opel Corsa,MY16,1.4,90,Cv,M5,5P,5.1,118,B
Opel Corsa,MY17´5,1.3,CDTI,75,Cv,M5,5P,4,105,B
Opel Corsa,MY18,1.3,CDTI,75,Cv,M5,3P,4,107,B
Opel Corsa,MY18,1.3,CDTI,75,Cv,M5,3P,4,105,B
Opel Corsa,MY18,1.3,CDTI,75,Cv,M5,3P,3.8,101,B
Opel Corsa,MY18,1.3,CDTI,75,Cv,M5,5P,4,105,B
Opel Corsa,MY18,1.3,CDTI,75,Cv,M5,5P,3.8,101,B
Opel Corsa,MY18,1.3,CDTI,EoFlex,Start,&,Stop,95,Cv,M5,3P,3.3,87,A
Opel Corsa,MY18,1.3,CDTI,EoFlex,Start,&,Stop,95,Cv,M5,5P,3.4,89,A
Opel Corsa,MY18,1.3,CDTI,Start,&,Stop,95,Cv,M6,3P,4.1,108,C
Opel Corsa,MY18,1.3,CDTI,Start,&,Stop,95,Cv,M6,3P,4,106,B
Opel Corsa,MY18,1.3,CDTI,Start,&,Stop,95,Cv,M6,3P,3.8,101,B
Opel Corsa,MY18,1.3,CDTI,Start,&,Stop,95,Cv,M6,5P,4.1,108,C
Opel Corsa,MY18,1.3,CDTI,Start,&,Stop,95,Cv,M6,5P,4,106,B
Opel Corsa,MY18,1.3,CDTI,Start,&,Stop,95,Cv,M6,5P,3.8,101,B
Opel Corsa,MY18,1.4,GLP,M5,90,Cv,3P,5.6,114,NA
Opel Corsa,MY18,1.4,GLP,M5,90,Cv,3P,5.6,113,NA
Opel Corsa,MY18,1.4,MTA,Start,&,Stop,90,Cv,3P,4.8,112,B
Opel Corsa,MY18,1.4,MTA,Start,&,Stop,90,Cv,3P,4.7,110,B
Opel Corsa,MY18,1.4,MTA,Start,&,Stop,90,Cv,5P,4.8,112,B
Opel Corsa,MY18,1.4,MTA,Start,&,Stop,90,Cv,5P,4.7,110,B
Opel Corsa,MY18,1.4,Turbo,Start,&,Stop,100,Cv,M6,3P,5.2,122,C
Opel Corsa,MY18,1.4,Turbo,Start,&,Stop,100,Cv,M6,3P,5.1,119,B
Opel Corsa,MY18,1.6,Turbo,OPC,3P,7.5,174,F
Opel CORSA,VAN,1.3,CDTI,75,Cv,M5,4.1,109,NA
Opel CORSA,VAN,1.3,CDTI,75,Cv,M5,4,107,NA
Opel CORSA,VAN,1.3,CDTI,75,Cv,M5,3.8,101,NA
Opel CORSA,VAN,1.3,CDTI,75,Cv,M5,(MOM,=1320,kg),3.9,102,NA
Opel CORSA,VAN,1.3,CDTI,Start,&,Stop,75,Cv,M5,(MOM,=1318,kg),3.9,102,NA
Opel CORSA,VAN,1.3,CDTI,Start,&,Stop,75,Cv,M5,3.8,100,NA
Opel Corsa,Van,MY16,1.3,CDTI,75,Cv,M5,4.2,112,NA
Opel Corsa,Van,MY16,1.3,CDTI,75,Cv,M5,(MOM,=1320,kg),4.4,115,NA
Opel Crossland,X,1.2,81,Cv,MT5,5.5,125,B
Opel Crossland,X,1.2,GLP,81,Cv,MT5,7,113,NA
Opel Crossland,X,1.2,MPFI,81,Cv,M5,5.2,116,B
Opel Crossland,X,1.2,Turbo,110,Cv,S/S,AT6,5.4,123,B
Opel Crossland,X,1.2,Turbo,130,Cv,S/S,M6,5.1,116,B
Opel Crossland,X,1.2,Turbo,S/S,EoTE,110,Cv,M5,4.9,111,B
Opel Crossland,X,1.6,Turbo,120,Cv,S/S,M6,4,105,B
Opel Crossland,X,1.6,Turbo,99,Cv,M5,3.9,102,B
Opel Grandland,X,1.2,Turbo,130,Cv,S/S,M6,5.4,124,A
Opel Grandland,X,1.2,Turbo,130,Cv,S/S,M6,5.1,117,A
Opel Grandland,X,1.5,CDTi,S/S,130,Cv,6V,0,113,NA
Opel Grandland,X,1.5,CDTi,S/S,130,Cv,6V,0,110,NA
Opel Grandland,X,1.5,CDTi,S/S,130,Cv,6V,0,110,NA
Opel Grandland,X,1.6,CDTI,120,Cv,S/S,M6,4.3,111,B
Opel Grandland,X,1.6,CDTI,120,Cv,S/S,M6,4,104,A
Opel Grandland,X,1.6,CDTI,120cv,S/S,AT6,4.6,118,B
Opel Grandland,X,1.6,CDTI,120cv,S/S,AT6,4.3,112,B
Opel Grandland,X,2.0,CDTi,S/S,180,Cv,AT8,0,124,NA
Opel Grandland,X,2.0,CDTi,S/S,180,Cv,AT8,0,128,NA
Opel Grandland,X,2.0,CDTi,S/S,180,Cv,AT8,0,124,NA
Opel INSIGNIA,1.4,Turbo,EoFLEX,GLP,140,Cv,4&5,,8.04,124,NA
Opel INSIGNIA,1.4,Turbo,Start,&,Stop,140,Cv,M6,4&5,,5.5,129,A
Opel INSIGNIA,1.4,Turbo,Start,&,Stop,140,Cv,M6,4&5,,5.3,124,A
Opel INSIGNIA,1.6,CDTI,136,Cv,A6,4&5,,4.7,124,A
Opel INSIGNIA,1.6,CDTI,136,Cv,A6,5,,5,133,B
Opel INSIGNIA,1.6,CDTI,Start,&,Stop,120,Cv,M6,4&5,,3.9,104,A
Opel INSIGNIA,1.6,CDTI,Start,&,Stop,120,Cv,M6,4&5,,4.1,109,A
Opel INSIGNIA,1.6,CDTi,Start,&,Stop,136,CvM6,4.3,114,A
Opel INSIGNIA,1.6,CDTI,Start,&,Stop,EoFLEX,136,Cv,M6,4&5,,3.8,99,A
Opel INSIGNIA,1.6,CDTI,Start,&,Stop,EoFLEX,136,Cv,M6,4&5,,3.9,104,A
Opel INSIGNIA,1.6,CDTI,Start,&,Stop,EoFLEX,136,Cv,M6,5,,4.3,113,A
Opel INSIGNIA,1.6,CDTI,Start,&,Stop,EoFLEX,136,Cv,M6,5,,4.4,116,A
Opel INSIGNIA,2.0,CDTI,130,Cv,A6,4&5,,5.3,139,B
Opel INSIGNIA,2.0,CDTI,163,Cv,A6,4&5,,5.3,140,B
Opel INSIGNIA,2.0,CDTI,170,Cv,A6,4&5,,5.6,147,C
Opel INSIGNIA,2.0,CDTI,4x4,163,Cv,A6,4&5,,6.2,164,D
Opel INSIGNIA,2.0,CDTI,4x4,170,Cv,A6,4&5,,6.2,164,D
Opel INSIGNIA,2.0,CDTI,4x4,Start,&,Stop,160,Cv,M6,4,,5.6,147,C
