model consumption,emissions,energylabel
Opel INSIGNIA,2.0,CDTI,4x4,Start,&,Stop,160,Cv,M6,5,,5.6,149,C
Opel INSIGNIA,2.0,CDT,Biturbo,195,Cv,A6,4&5,,5.9,155,C
Opel INSIGNIA,2.0,CDT,Biturbo,4x4,195,Cv,A6,4&5,,6.1,162,D
Opel INSIGNIA,2.0,CDT,Biturbo,4x4,Start,&,Stop,195,Cv,M6,4,,5.4,144,C
Opel INSIGNIA,2.0,CDT,Biturbo,4x4,Start,&,Stop,195,Cv,M6,5,,5.5,146,C
Opel INSIGNIA,2.0,CDT,Biturbo,Start,&,Stop,195,Cv,M6,4&5,,4.7,125,A
Opel INSIGNIA,2.0,CDTI,EoFLEX,Start,&,Stop,120,Cv,4&5,,3.7,98,A
Opel INSIGNIA,2.0,CDTI,EoFLEX,Start,&,Stop,120,Cv,4&5,3.7,99,A
Opel INSIGNIA,2.0,CDTI,EoFLEX,Start,&,Stop,140,Cv,4&5,,3.7,98,A
Opel INSIGNIA,2.0,CDTI,EoFLEX,Start,&,Stop,140,Cv,4&5,3.7,99,A
Opel INSIGNIA,2.0,CDTI,EoFlex,Start,&,Stop,163,Cv,M6,4&5,,4.3,114,A
Opel INSIGNIA,2.0,CDTI,Start,&,Stop,110,Cv,M6,4&5,,4.2,112,A
Opel INSIGNIA,2.0,CDTI,Start,&,Stop,130,Cv,M6,4&5,,4.2,112,A
Opel INSIGNIA,2.0,CDTI,Start,&,Stop,170,Cv,M6,4&5,,4.5,118,A
Opel INSIGNIA,2.0,Turbo,4x4,250,Cv,M6,4&5,,8.5,199,D
Opel INSIGNIA,2.0,Turbo,Start,&,Stop,4x4,250,Cv,M6,4&5,,7.8,184,C
Opel INSIGNIA,2.8,V6,Turbo,325,Cv,A6,4&5OPC10.7,251,G
Opel INSIGNIA,2.8,V6,Turbo,325,Cv,M6,4&5OPC10.6,244,G
Opel Insignia,GS,1.5,Turbo,XFL EoTEC,Start,&,Stop,140,Cv,MT6,5.7,129,A
Opel Insignia,GS,1.5,Turbo,XFL Start,&,Stop,140,Cv,M6,5.9,133,A
Opel Insignia,GS,1.5,Turbo,XFT,Start,&,Stop,TURBO,165,Cv,AT6,6.1,138,A
Opel Insignia,GS,1.5,Turbo,XFT,Start,&,Stop,TURBO,165,Cv,MT6,6,136,A
Opel Insignia,GS,1.6,CDTi,Start,&,Stop,EoTEC,D,110,Cv,MT6,4,105,A
Opel Insignia,GS,1.6,CDTi,Start,&,Stop,TURBO,D,136,Cv,AT6,5.1,134,B
Opel Insignia,GS,1.6,CDTi,Start,&,Stop,Turbo,D,136,Cv,MT6,4.5,118,A
Opel Insignia,GS,1.6,CDTi,Start,&,Stop,Turbo,D,136,Cv,MT6,4.3,114,A
Opel Insignia,GS,2.0,CDT,BiTURBO,Start,&,Stop,4x4,210,Cv,AT8,0,0,NA
Opel Insignia,GS,2.0,CDT,BiTURBO,Start,&,Stop,4x4,210,Cv,AT8,(GSI),0,0,NA
Opel Insignia,GS,2.0,CDT,BiTURBO,Start,&,Stop,4x4,210,Cv,AT8,0,0,NA
Opel Insignia,GS,2.0,CDTI,Start,&,Stop,TURBO,D,170,Cv,AT8,5.5,145,C
Opel Insignia,GS,2.0,CDTi,Start,&,Stop,Turbo,D,170,Cv,MT6,5.2,136,B
Opel Insignia,GS,2.0,CDTI,TURBO,D,Start,&,Stop,4x4,170,Cv,M6,6.2,163,D
Opel Insignia,GS,2.0,TURBO,Start,&,Stop,4x4,260,Cv,AT8,8.6,197,D
Opel Insignia,GS,2.0,TURBO,Start,&,Stop,4x4,260,Cv,AT8,(GSI),8.6,197,D
Opel Insignia,GS,MY18,1.5,Turbo,XFL EoTEC,Start,&,Stop,140,Cv,MT6,5.7,129,A
Opel Insignia,GS,MY18,1.6,CDTi,Start,&,Stop,Turbo,D,136,Cv,MT6,4.3,114,A
Opel Insignia,MY10,2.8,V6,4x4,260,Cv,M6,4,,10.9,256,G
Opel Insignia,MY11,1.6,Turbo,180,Cv,M6,4&5,,7.7,179,C
Opel Insignia,MY11,1.8,16v,140,Cv,M6,4&5,,7.6,179,C
Opel Insignia,MY11,2.0,CDTi,110cv,M6,4&5,,5,133,B
Opel Insignia,MY11,2.0,CDTi,130cv,A6,4&5,,5.9,157,C
Opel Insignia,MY11,2.0,CDTi,130cv,M6,4&5,,5,133,B
Opel Insignia,MY11,2.0,CDTi,160cv,A6,4&5,,6,159,D
Opel Insignia,MY11,2.0,CDTi,160cv,M6,5,,5.4,144,C
Opel Insignia,MY11,2.0,CDTi,4x4,160cv,4,,5.9,156,C
Opel Insignia,MY11,2.0,CDTi,4x4,160cv,5,,6,158,D
Opel Insignia,MY11,2.0,CDTi,4X4,160cv,A6,4&5,,6.7,178,E
Opel Insignia,MY11,2.0,CDTi,EoFLEX,130cv,M6,4&5,,4.9,129,B
Opel Insignia,MY11,2.0,CDTi,EoFLEX,160cv,M6,4&5,,4.9,129,B
Opel Insignia,MY11,2.0,Turbo,220,Cv,A6,4,,9.6,225,E
Opel Insignia,MY11,2.0,Turbo,4x4,220,Cv,M6,4&5,,8.9,209,E
Opel Insignia,MY12,1.4,Turbo,Start,&,Stop,140,Cv,M6,4&5,,5.7,134,A
Opel Insignia,MY12,1.6,Turbo,180,Cv,M6,4&5,,7,164,B
Opel Insignia,MY12,2.0,CDTI,130,Cv,A6,4&5,,5.6,147,C
Opel Insignia,MY12,2.0,CDTI,EoFlex,Start,&,Stop,160,Cv,M6,4&5,,4.3,115,A
Opel Insignia,MY12,2.0,CDTI,Start,&,Stop,110,Cv,M6,4&5,,4.4,116,A
Opel Insignia,MY12,2.0,CDTI,Start,&,Stop,130,Cv,M6,4&5,,4.4,116,A
Opel Insignia,MY12,2.0,Turbo,220,Cv,A6,4,,8.7,204,D
Opel Insignia,MY12,2.0,Turbo,220,Cv,A6,5,,8.8,206,E
Opel Insignia,MY13,4.3,114,A
Opel Insignia,MY13,1.4,Turbo,Start,&,Stop,140,Cv,M6,4&5,,5.5,129,A
Opel Insignia,MY13,2.0,CDTI,EoFlex,Start,&,Stop,160,Cv,M6,4&5,,4.3,114,A
Opel Insignia,MY13,2.0,CDTI,Start,&,Stop,110,Cv,M6,4&5,,4.3,114,A
Opel Insignia,MY13,2.0,CDTI,Start,&,Stop,130,Cv,M6,4&5,,4.3,114,A
Opel INSIGNIA,MY13'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,4&5,,5.4,126,A
Opel INSIGNIA,MY13'5,2.0,CDTI,130,Cv,A6,4&5,,5.4,144,C
Opel INSIGNIA,MY13'5,2.0,CDTI,160,Cv,A6,4&5,,5.7,149,C
Opel INSIGNIA,MY13'5,2.0,CDTI,4x4,160,Cv,A6,4&5,,6.4,169,D
Opel INSIGNIA,MY13'5,2.0,CDT,Biturbo,4x4,195,Cv,A6,4&5,,6.4,169,D
Opel INSIGNIA,MY13'5,2.0,CDT,Biturbo,Start,&,Stop,195,Cv,M6,4&5,,4.9,129,B
Opel INSIGNIA,MY13'5,2.0,CDTI,EoFlex,Start,&,Stop,160,Cv,M6,4&5,,4.2,112,A
Opel INSIGNIA,MY13'5,2.8,V6,Turbo,325,Cv,A6,4&5OPC10.7,251,G
Opel INSIGNIA,MY13'5,2.8,V6,Turbo,325,Cv,M6,4&5OPC10.6,249,G
Opel Insignia,MY14,2.0,CDTI,163,Cv,A6,4&5,,5.6,148,C
Opel Insignia,MY14,2.0,CDTI,4x4,163,Cv,A6,4&5,,6,158,D
Opel Insignia,MY14'5,1.4,Turbo,EoFLEX,GLP,140,Cv,4&5,,8.04,124,NA
Opel Insignia,MY14'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,4&5,,5.2,123,A
Opel Insignia,MY15'5,1.4,Turbo,EoFLEX,GLP,140,Cv,4&5,,8.41,129,NA
Opel Insignia,MY15'5,2.8,V6,Turbo,325,Cv,M6,4&5OPC10.6,249,G
Opel Insignia,MY16,1.6,CDTI,136,Cv,A6,4&5,,4.9,129,B
Opel Insignia,ST,1.4,Turbo,EoFLEX,GLP,140,Cv,M6,8.41,129,NA
Opel Insignia,ST,1.5,Turbo,XFL EoTEC,Start,&,Stop,140,Cv,M6,5.8,132,A
Opel Insignia,ST,1.5,Turbo,XFT,Start,&,Stop,TURBO,165,Cv,AT6,6.2,141,A
Opel Insignia,ST,1.5,Turbo,XFT,Start,&,Stop,TURBO,165,Cv,M6,6.1,139,A
Opel Insignia,ST,1.6,CDTI,136,Cv,A6,5.2,138,B
Opel Insignia,ST,1.6,CDTI,Start,&,Stop,120,Cv,M6,4.1,109,A
Opel Insignia,ST,1.6,CDTI,Start,&,Stop,EoFLEX,136,Cv,M6,3.9,104,A
Opel Insignia,ST,1.6,CDTI,Start,&,Stop,EoFLEX,136,Cv,M6,(llanta,18.19,y,20),4.1,104,A
Opel Insignia,ST,1.6,CDTi,Start,&,Stop,EoTEC,D,110,CV,6V,4.3,112,A
Opel Insignia,ST,1.6,CDTi,Start,&,Stop,EoTEC,D,136,CV,6V,4.5,119,A
Opel Insignia,ST,1.6,CDTi,Start,&,Stop,EoTEC,D,136,CV,AT6,5.2,137,B
Opel Insignia,ST,2.0,CDTI,160,Cv,A6,5.9,155,C
Opel Insignia,ST,2.0,CDTI,4x4,Start,&,Stop,160,Cv,M6,5.6,149,C
Opel Insignia,ST,2.0,CDT,Biturbo,195,Cv,A6,6,158,C
Opel Insignia,ST,2.0,CDT,BiTURBO,Start,&,Stop,4x4,210,CV,AT8,,0,0,NA
Opel Insignia,ST,2.0,CDT,BiTURBO,Start,&,Stop,4x4,210,CV,AT8,(GSI),0,0,NA
Opel Insignia,ST,2.0,CDTI,Start,&,Stop,170,Cv,M6,5.6,149,A
Opel Insignia,ST,2.0,CDTI,Start,&,Stop,4x4,170,Cv,M6,5.6,147,C
Opel Insignia,ST,2.0,CDTI,Start,&,Stop,TURBO,D,170,Cv,AT8,5.7,150,C
Opel Insignia,ST,2.0,CDTI,Start,&,Stop,TURBO,D,170,CV,AT8,,6,157,C
Opel Insignia,ST,2.0,CDTi,Start,&,Stop,Turbo,D,170,Cv,M6,5.3,139,B
Opel Insignia,ST,2.0,CDTI,Start,&,Stop,TURBO,D,4x4,170,CV,6V,,6.5,172,D
Opel Insignia,ST,2.0,NFT,TURBO,Start,&,Stop,4x4,260cv,AT8,8.7,199,D
Opel Insignia,ST,2.0,TURBO,Start,&,Stop,4x4,260,CV,AT8,,8.9,203,D
Opel Insignia,ST,2.0,TURBO,Start,&,Stop,4x4,260,CV,AT8,(GSI),8.7,199,D
Opel Insignia,ST,2.8,V6,Turbo,325,Cv,M6,OPC10.8,249,G
Opel Insignia,ST,MY10,2.8,V6,4x4,260cv,A6,11.3,265,G
Opel Insignia,ST,MY11,1.6,Turbo,180cv,M6,7.9,186,C
Opel Insignia,ST,MY11,1.8,16v,140CV,M6,7.8,184,C
Opel Insignia,ST,MY11,2.0,CDTi,130cv,A6,6.1,162,C
Opel Insignia,ST,MY11,2.0,CDTi,130cv,M6,5.1,136,B
Opel Insignia,ST,MY11,2.0,CDTi,160cv,A6,6.2,164,D
Opel Insignia,ST,MY11,2.0,CDTi,160cv,M6,5.6,149,C
Opel Insignia,ST,MY11,2.0,CDTi,4x4,160cv,A6,6.8,179,E
Opel Insignia,ST,MY11,2.0,CDTi,4x4,160cv,M6,6,159,C
Opel Insignia,ST,MY11,2.0,CDTi,EoFLEX,130cv,M6,5.1,134,B
Opel Insignia,ST,MY11,2.0,CDTi,EoFLEX,160CV,M6,5.1,134,B
Opel Insignia,ST,MY11,2.0,Turbo,220cv,A6,9.2,217,E
Opel Insignia,ST,MY11,2.0,Turbo,4x4,220cv,M6,9.1,213,E
Opel Insignia,ST,MY12,1.4,Turbo,Start,&,Stop,140,Cv,M6,5.9,139,A
Opel Insignia,ST,MY12,1.6,Turbo,180,Cv,M6,7.2,169,B
Opel Insignia,ST,MY12,2.0,CDTI,130,Cv,A6,5.7,151,C
Opel Insignia,ST,MY12,2.0,Turbo,220,Cv,A6,8.9,209,D
Opel Insignia,ST,MY13'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,5.7,134,A
Opel Insignia,ST,MY13'5,2.0,CDTI,130,Cv,A6,5.6,149,C
Opel Insignia,ST,MY13'5,2.0,CDTI,4x4,160,Cv,A6,6.6,175,D
Opel Insignia,ST,MY13'5,2.0,CDT,Biturbo,4x4,195,Cv,A6,6.6,174,D
Opel Insignia,ST,MY13'5,2.0,CDT,Biturbo,Sta0rt,&,Stop,195,Cv,M6,5.1,134,B
Opel Insignia,ST,MY14,2.0,CDTI,163,Cv,A6,5.6,149,C
Opel Insignia,ST,MY14,2.0,CDTI,4x4,163,Cv,A6,6.4,169,D
Opel Insignia,ST,MY14,2.8,V6,Turbo,325,Cv,A6,OPC11,259,G
Opel Insignia,ST,MY14'5,1.4,Turbo,EoFLEX,GLP,140,Cv,M6,8.41,129,NA
Opel Insignia,ST,MY14'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,5.6,131,A
Opel Insignia,ST,MY15'5,1.4,Turbo,EoFLEX,GLP,140,Cv,M6,8.6,133,NA
Opel Insignia,ST,MY15'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,5.8,136,A
Opel Insignia,ST,MY15'5,2.8,V6,Turbo,325,Cv,A6,OPC11,257,G
Opel Insignia,ST,MY15'5,2.8,V6,Turbo,325,Cv,M6,OPC10.9,255,G
Opel Insignia,ST,MY16,1.6,CDTI,136,Cv,A6,5.1,134,B
Opel Insignia,ST,MY17'5,1.4,Turbo,EoFLEX,GLP,140,Cv,M6,4.5,129,NA
Opel Insignia,ST,MY17.5,2.0,CDTI,Start,&,Stop,170,Cv,M6,4.7,124,A
Opel Insignia,ST,MY17.5,2.0,CDTI,Start,&,Stop,4x4,170,Cv,M6,5.6,147,C
Opel Insignia,ST,MY17.5,2.8,V6,Turbo,325,Cv,M6,OPC10.8,249,G
Opel Insignia,ST,MY18,1.5,Turbo,XFL EoTEC,Start,&,Stop,140,Cv,M6,5.8,132,A
Opel Karl B,1.0,XE,75,Cv,M5,4.6,104,C
Opel Karl B,1.0,XE,75,Cv,MTA4.5,103,C
Opel Karl MY18,B,1.0,XE,75,Cv,M5,4.6,104,C
Opel Karl MY18,B,1.0,XE,75,Cv,M5.,4.5,104,C
Opel Karl MY18,B,1.0,XE,75,Cv,MTA4.5,103,C
Opel Karl Rocks,B,1.0,XE,73,Cv,M5,4.7,106,C
Opel Karl Rocks,B,1.0,XE,73,Cv,M5,5p,0,116,NA
Opel Karl Rocks,MY18,B,1.0,XE,73,Cv,M5,4.7,106,C
Opel Meriva,1.6,CDTI,110cv,Start,&,Stop,M6,4.1,99,B
Opel Meriva,1.3,CDTI,EoFlex,95,Cv,M5,4.5,119,B
Opel Meriva,1.4,GLP,120,Cv,M5,7.85,121,NA
Opel Meriva,1.4,NEL 120,Cv,A6,7.2,169,D
Opel Meriva,1.4,NEL 120,Cv,M6,6.3,149,C
Opel Meriva,1.4,NET,140,Cv,A6,7.2,169,D
Opel Meriva,1.4,NET,140,Cv,M6,6.3,149,C
Opel Meriva,1.4,XER,100,Cv,M5,6,140,C
Opel Meriva,1.6,CDTI,110cv,Start,&,Stop,M6,4.4,116,B
Opel Meriva,1.6,CDTI,136cv,Start,&,Stop,M6,4.4,116,B
Opel Meriva,1.7,CDTI,110,Cv,M6,5.3,139,D
Opel Meriva,1.7,CDTI,110,Cv,Start,&,Stop,M6,4.7,124,C
Opel Meriva,1.7,CDTI,110cv,A6,6.1,160,F
Opel Meriva,1.7,CDTI,130,Cv,M6,5.3,139,D
Opel Meriva,14,NEL 120,Cv,M5,5.9,139,C
Opel Meriva,MY11,1.3,CDTi,75,Cv,M5,4.9,129,C
Opel Meriva,MY12,1.4,NEL 120,Cv,M5,6.1,143,C
Opel Meriva,MY12,1.4,NET,140,Cv,M6,6.7,156,D
Opel Meriva,MY12,1.4,XER,100,Cv,M5,6.1,144,C
Opel Meriva,MY12,1.7,CDTI,100,Cv,A6,6.4,168,F
Opel Meriva,MY12,1.7,CDTI,110,Cv,M6,5.2,138,D
Opel Meriva,MY12,1.7,CDTI,130,Cv,M6,5.2,138,D
Opel Meriva,MY13,1.4,NEL 120,Cv,M6,6.4,151,C
Opel Meriva,MY13,1.4,NET,140,Cv,M6,6.4,151,C
Opel Meriva,MY13,1.4,XER,100,Cv,M5,6.1,143,C
Opel Meriva,MY13'5,1.7,CDTI,110,Cv,Start,&,Stop,M6,4.9,129,C
Opel Meriva,MY14,1.6,CDTI,110cv,Start,&,Stop,M6,4.4,116,B
Opel Meriva,MY14,1.3,CDTI,EoFlex,95,Cv,M5,4.5,119,C
Opel Meriva,MY14,1.4,GLP,120,Cv,M5,14.21,124,NA
Opel Meriva,MY14,1.4,NEL 120,Cv,A6,7.2,169,D
Opel Meriva,MY14,1.4,NEL 120,Cv,M6,6.3,149,C
Opel Meriva,MY14,1.4,NET,140,Cv,A6,7.2,169,D
Opel Meriva,MY14,1.4,NET,140,Cv,M6,6.3,149,C
Opel Meriva,MY14,1.4,XER,100,Cv,M5,6,140,C
Opel Meriva,MY14,1.7,CDTI,110cv,A6,6.1,160,F
Opel Meriva,MY15,1.6,CDTI,110cv,Start,&,Stop,M6,4,105,B
Opel Mokka,1.4,4x2,AUT,140,Cv,6.2,144,B
Opel Mokka,1.4,4x2,AUT,140,Cv,(llanta,19),6.5,149,C
Opel Mokka,1.4,4x2,AUT,140,Cv,(llanta,19)(M1-AF),6.5,149,C
Opel Mokka,1.4,4x2,AUT,140,Cv,(M1-AF),6.2,144,B
Opel Mokka,1.4,4x2,GLP,140,Cv,14.77,129,NA
Opel Mokka,1.4,4x2,GLP,140,Cv/,M1-AF),14.21,124,NA
Opel Mokka,1.4,4x2,GLP,140,Cv,14.21,124,NA
Opel Mokka,1.4,4x2,GLP,140,Cv,(M1-AF),14.77,129,NA
Opel Mokka,1.4,4x2,Start,&,Stop,140,Cv,6,139,B
Opel Mokka,1.4,4x2,Start,&,Stop,140,Cv,(llanta,19),6.3,145,B
Opel Mokka,1.4,4x2,Start,&,Stop,140,Cv,(llanta,19),(M1-AF),6.3,145,B
Opel Mokka,1.4,4x2,Start,&,Stop,140,Cv,(llantas,18,y,19),6.3,145,B
Opel Mokka,1.4,4x2,Start,&,Stop,140,Cv,(llantas,18,y,19),(M1-AF),6.3,145,B
Opel Mokka,1.4,4x2,Start,&,Stop,140,Cv,(M1-AF),6,139,B
Opel Mokka,1.4,4x4,Start,&,Stop,140,Cv,6.7,155,C
Opel Mokka,1.4,4x4,Start,&,Stop,140,Cv,(M1-AF),6.7,155,C
Opel Mokka,1.4,Turbo,GLP,140,Cv,6.1,142,NA
Opel Mokka,1.4,Turbo,GLP,140,Cv,7.6,124,NA
Opel Mokka,1.4,Turbo,GLP,140,Cv,(llantas,18,y,19),6.4,147,NA
Opel Mokka,1.4,Turbo,GLP,140,Cv,(llantas,18,y,19),7.9,129,NA
Opel Mokka,1.6,4x2,Start,&,Stop,115,Cv,6.5,153,C
Opel Mokka,1.6,4x2,Start,&,Stop,115,Cv,(M1-AF),6.5,153,C
Opel Mokka,1.6,CDTI,4x2,136,Cv,AT,4.9,129,C
Opel Mokka,1.6,CDTI,4x2,136,Cv,AT,,5.1,134,C
Opel Mokka,1.6,CDTI,4x2,Start,&,Stop,136,Cv,4.1,109,A
Opel Mokka,1.6,CDTI,4x2,Start,&,Stop,136,Cv,4.3,114,A
Opel Mokka,1.6,CDTI,4x4,Stat,&,Stop,136,Cv,4.5,119,B
Opel Mokka,1.6,CDTI,4x4,Stat,&,Stop,136,Cv,4.7,124,B
Opel Mokka,1.6,CDTI,S/S,4x2,136,Cv,MT,4.1,106,A
Opel Mokka,1.7,4x2,AUT.,130,Cv,5.3,139,C
Opel Mokka,1.7,4x2,AUT.,130,Cv,(M1-AF),5.3,139,C
Opel Mokka,1.7,4x2,Start,&,Stop,130,Cv,4.5,120,B
Opel Mokka,1.7,4x2,Start,&,Stop,130,Cv,(M1-AF),4.5,120,B
Opel Mokka,1.7,4x4,Stat,&,Stop,130,Cv,4.9,129,C
Opel Mokka,1.7,4x4,Stat,&,Stop,130,Cv,(M1-AF),4.9,129,C
Opel Mokka,MY15,1.4,4x2,AUT,140,Cv,6.6,154,C
Opel Mokka,MY15,1.4,4x2,AUT,140,Cv,(M1-AF),6.6,154,C
Opel Mokka,MY15,1.4,4x4,Start,&,Stop,140,Cv,6.4,149,B
Opel Mokka,MY15,1.4,4x4,Start,&,Stop,140,Cv,(M1-AF),6.4,149,B
Opel Mokka,MY15'5,1.4,4x2,AUT,140,Cv,6.6,154,C
Opel Mokka,MY15'5,1.4,4x2,AUT,140,Cv,(llanta,19),7,160,C
Opel Mokka,MY15'5,1.4,4x2,AUT,140,Cv,(llanta,19)(M1-AF),7,160,C
Opel Mokka,MY15'5,1.4,4x2,AUT,140,Cv,(M1-AF),6.6,154,C
Opel Mokka,MY17,1.4,4x4,Start,&,Stop,140,Cv,6.7,155,C
Opel Mokka,X,1.4,4x2,Start,&,Stop,140,Cv,5.9,138,C
Opel Mokka,X,1.4,4x2,Start,&,Stop,140,Cv,(llantas,18,y,19),6,140,C
Opel Mokka,X,1.4,4x4,Start,&,Stop,140,Cv,6.5,152,D
Opel Mokka,X,1.4,Turbo,4x2,GLP,7.6,124,NA
Opel Mokka,X,1.4,Turbo,4x2,GLP,6.1,142,NA
Opel Mokka,X,1.4,Turbo,4x2,GLP,(llantas,18,y,19),7.9,129,NA
Opel Mokka,X,1.4,Turbo,4x2,GLP,(llantas,18,y,19),6.4,147,NA
Opel Mokka,X,1.4,Turbo,4X4,S/S,150,Cv,AT,6.5,150,D
Opel Mokka,X,1.6,4x2,Start,&,Stop,110,Cv,M6,3.9,103,B
Opel Mokka,X,1.6,4x2,Start,&,Stop,110,Cv,M6,(llantas,18,y,19),4,105,B
Opel Mokka,X,1.6,CDTI,4x2,Start,&,Stop,136,Cv,AT,4.9,128,C
Opel Mokka,X,1.6,CDTI,4x2,Start,&,Stop,136,Cv,AT,(llantas,18,y,19),5,132,D
Opel Mokka,X,1.6,CDTI,4x4,Start,&,Stop,136,Cv,119,119,C
Opel Mokka,X,1.6,CDTI,4x4,Start,&,Stop,136,Cv,(llantas,18,y,19),124,124,C
Opel Mokka,X,MY18,1.4,Turbo,4X4,S/S,150,Cv,AT,6.5,150,D
Opel Mokka,X,MY18,1.6,4x2,Start,&,Stop,110,Cv,M6,3.9,103,B
Opel Mokka,X,MY18,1.6,4x2,Start,&,Stop,110,Cv,M6,(llantas,18,y,19),4,105,B
Opel Movano,C.Abierta,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,C.Abierta,2.3,CDTI,130,Cv,L3H1,3.500,kg,M6RG9.3,242,NA
Opel Movano,C.Abierta,2.3,CDTI,150,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,C.Abierta,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.6,222,NA
Opel Movano,C.Abierta,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.1,212,NA
Opel Movano,C.Abierta,MY12,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG9.3,245,NA
Opel Movano,C.Abierta,MY12,2.3,CDTI,146,Cv,L3H1,3.500,kg,M6RG9.3,245,NA
Opel Movano,C.Abierta,MY17,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,C.Abierta,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.1,212,NA
Opel Movano,Chasis,2.3,CDTI,125,Cv,L2H1,3.500,kg,M6,8.6,226,NA
Opel Movano,Chasis,2.3,CDTI,125,Cv,L2H1,3.500,kg,M6RS,9.5,250,NA
Opel Movano,Chasis,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6,8.6,226,NA
Opel Movano,Chasis,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG8.9,234,NA
Opel Movano,Chasis,2.3,CDTI,125,Cv,L4H1,3.500,kg,M6RG8.9,234,NA
Opel Movano,Chasis,2.3,CDTI,130,Cv,L2H1,3.500,kg,M6,8.2,212,NA
Opel Movano,Chasis,2.3,CDTI,130,Cv,L2H1,3.500,kg,M6RS,9,232,NA
Opel Movano,Chasis,2.3,CDTI,130,Cv,L3H1,3.500,kg,M6,8.2,212,NA
Opel Movano,Chasis,2.3,CDTI,130,Cv,L3H1,3.500,kg,M6RG9.3,242,NA
Opel Movano,Chasis,2.3,CDTI,130,Cv,L4H1,3.500,kg,M6RG9.3,242,NA
Opel Movano,Chasis,2.3,CDTI,145,Cv,L2H1,3.500,kg,M6,7.4,192,NA
Opel Movano,Chasis,2.3,CDTI,145,Cv,L3H1,3.500,kg,M6,7.4,192,NA
Opel Movano,Chasis,2.3,CDTI,150,Cv,L2H1,3.500,kg,M6,8.8,229,NA
Opel Movano,Chasis,2.3,CDTI,150,Cv,L2H1,3.500,kg,M6RS,9.5,248,NA
Opel Movano,Chasis,2.3,CDTI,150,Cv,L3H1,3.500,kg,M6,8.8,229,NA
Opel Movano,Chasis,2.3,CDTI,150,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,Chasis,2.3,CDTI,150,Cv,L4H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,Chasis,2.3,CDTI,165,Cv,L3H1,3.500,kg,M6RG8.6,222,NA
Opel Movano,Chasis,2.3,CDTI,165,Cv,L4H1,3.500,kg,M6RG8.6,222,NA
Opel Movano,Chasis,2.3,CDTI,Start,&,Stop,165,Cv,L2H1,3.500,kg,M6,7.2,190,NA
