model consumption,emissions,energylabel
Opel Vivaro,Combi,MY16´5,1.6,CDT,Biturbo,Start,&,Stop,140,Cv,L1H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,MY16´5,1.6,CDT,Biturbo,Start,&,Stop,140,Cv,L2H1,2.700,kg,M6,6.2,164,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,115,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,90,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,90,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,MY17,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,MY17,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,MY17,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,MY17´5,1.6,CDTI,125,Cv,L1H1,2.700,kg,M6,6.1,159,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,125,Cv,L1H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,125,Cv,L2H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,95,Cv,L1H1,2.700,kg,M6,6.3,164,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,95,Cv,L1H1,2.900,kg,M6,6.3,164,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,95,Cv,L2H1,2.900,kg,M6,6.3,164,NA
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,5.7,149,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,5.7,149,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,5.7,149,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.8,152,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.8,152,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,5.9,157,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,154,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,5.9,154,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),6,157,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6.1,159,C
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,156,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,5.9,152,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6.1,159,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,156,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,5.9,152,A
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,5.9,152,B
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,5.9,152,A
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,155,B
Opel Vivaro,Furgon,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,115,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,115,Cv,L2H1,2900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,120,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,120,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,120,Cv,L2H1,2900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L1H2,2.900,kg,M6,7.3,191,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L2H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L2H2,2.900,kg,M6,7.3,191,NA
Opel Vivaro,Furgon,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,90,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,90,Cv,L2H1,2900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,95,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,95,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,95,Cv,L2H1,2900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L1H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L1H2,2.900,kg,M6,6.9,181,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L2H2,2.900,kg,M6,6.9,181,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L1H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L1H2,2.900,kg,M6,6.8,175,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2H2,2.900,kg,M6,6.8,175,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2H2,2.900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2H2,2.900,kg,M6,6.9,178,NA
Opel Vivaro,Furgon,2.0,CDTI,114,Cv,L1H1,2.700,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,114,Cv,L1H1,2.700,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,114,Cv,L1H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,114,Cv,L1H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,114,Cv,L2H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,114,Cv,L2H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,90,Cv,L1H1,2.700,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,90,Cv,L1H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,2.0,CDTI,90,Cv,L2H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,115,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,120,Cv,L1H1,2.900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,120,Cv,L2H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,120,Cv,L2H1,2.900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,125,Cv,L2H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Furgon,Doble,Cabina,1.6,CDTI,140,Cv,L1H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Furgon,Doble,Cabina,2.0,CDTI,114,Cv,L1,2.900,kg,M6,7.9,207,NA
Opel Vivaro,Furgon,Doble,Cabina,2.0,CDTI,114,Cv,L2,2.900,kg,M6,8,210,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,114,Cv,L1H1,2.700,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,114,Cv,L1H1,2.700,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,114,Cv,L1H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,114,Cv,L1H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,114,Cv,L2H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,114,Cv,L2H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,90,Cv,L1H1,2.700,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,90,Cv,L1H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,2.0,CDTI,90,Cv,L2H1,2.900,kg,M6,7.5,198,NA
Opel Vivaro,Furgon,MY14,Doble,Cabina,2.0,CDTI,114,Cv,L1,2.900,kg,M6,7.9,207,NA
Opel Vivaro,Furgon,MY14,Doble,Cabina,2.0,CDTI,114,Cv,L2,2.900,kg,M6,8,210,NA
Opel Vivaro,Furgon,MY15'5,1.6,CDTI,140,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Furgon,MY15'5,1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Furgon,MY17´5,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2H2,2.900,kg,M6,6.8,175,NA
Opel Vivaro,Furgon,MY18,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L1H2,2.900,kg,M6,6.8,175,NA
Opel Vivaro,Furgon,MY18,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2H2,2.900,kg,M6,6.9,178,NA
Opel Vivaro,Life,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6.1,159,C
Opel Vivaro,Life,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,156,B
Opel Vivaro,Life,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6.1,159,B
Opel Vivaro,Life,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,156,B
Opel Vivaro,Plataforma,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2,2.900,kg,M6,6.9,178,NA
Opel Vivaro,Plataforma,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L2,2.900,kg,M6,7,181,NA
Opel Vivaro,Plataforma,2.0,CDTI,114,Cv,L2,2.900,kg,M6,8,210,NA
Opel Vivaro,Tour,EoFlex,2.0,CDTI,114,Cv,2.700,kg,A6,L1,6.5,171,D
Opel Vivaro,Tour,EoFlex,2.0,CDTI,114,Cv,2.700,kg,M6,L1,6.7,175,D
Opel Vivaro,Tour,EoFlex,MY12,2.0,CDTI,114,Cv,2.700,kg,A6,L1,6.9,180,E
Opel Vivaro,Tour,EoFlex,MY12,2.0,CDTI,114,Cv,2.700,kg,M6,L1,6.9,180,E
Opel Vivaro,Tour,MY11,L1,2700,kg,114,Cv,E04,7.5,199,F
Opel Vivaro,Tour,MY11,L1,2700,kg,114,Cv,E05,7.6,202,F
Opel Vivaro,Tour,MY11,L1,2700,kg,146,Cv,E04,8.8,232,G
Opel Vivaro,Tour,MY11,L1,2700,kg,146,Cv,MTA,E04,8.3,218,G
Opel Vivaro,Tour,MY12,2.0,CDTI,114,Cv,2.700,kg,M6,L1,E04,7.5,199,F
Opel Zafira,1.6,16v,115,Cv,M5,6.7,157,C
Opel Zafira,1.7,CDTI,110,Cv,M6,5.1,134,C
Opel Zafira,1.7,CDTI,125,Cv,M6,5.1,134,C
Opel Zafira,1.8,16v,120,Cv,M5,7.2,168,D
Opel Zafira,1.8,16v,140,Cv,M5,7.2,168,D
Opel Zafira,MY11,1.6,150,Cv,CNG5.1,139,NA
Opel Zafira,MY11,1.8,16V,140,Cv,MTA7,164,D
Opel Zafira,Tourer,"1.4,Turbo,140,CV,A6,Llanta,17"",",6.5,150,B
Opel Zafira,Tourer,"1.4,Turbo,140,CV,A6,Llanta,18"",Y,19´´",6.9,160,C
Opel Zafira,Tourer,"1.4,TURBO,S/S,140,CV,M6",A,19"")",6.5,151,B
Opel Zafira,Tourer,"1.6,CDTI,S/S,120,CV,M6")",4.7,125,B
Opel Zafira,Tourer,1.4,Turbo,120,CV,6.1,144,B
Opel Zafira,Tourer,1.4,Turbo,120,Cv,M6,6.7,158,B
Opel Zafira,Tourer,1.4,Turbo,120,Cv,M6,(M1-AF),6.7,158,B
Opel Zafira,Tourer,1.4,Turbo,140,Cv,A6,6.8,159,B
Opel Zafira,Tourer,1.4,Turbo,140,Cv,A6,,7.2,168,C
Opel Zafira,Tourer,1.4,Turbo,140,Cv,A6,,6.8,159,B
Opel Zafira,Tourer,1.4,Turbo,140,Cv,A6,7.2,168,C
Opel Zafira,Tourer,1.4,Turbo,140,CV,GLP,9.2,149,NA
Opel Zafira,Tourer,1.4,Turbo,140,CV,GLP,6.9,159,C
Opel Zafira,Tourer,1.4,Turbo,140,Cv,M6,GLP,9.53,146,NA
Opel Zafira,Tourer,1.4,Turbo,140,Cv,M6,GLP,(M1-AF),9.53,146,NA
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,120,Cv,M6,6.2,143,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.1,144,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.2,143,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.5,152,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.5,151,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.1,144,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.2,143,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.5,152,B
Opel Zafira,Tourer,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.5,151,B
Opel Zafira,Tourer,1.6,CDTI,134,CV,S/S,4.5,119,A
Opel Zafira,Tourer,1.6,CDTI,134,CV,S/S,,4.7,125,B
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,120,Cv,M6,4.5,119,A
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,120,Cv,M6,,4.5,119,A
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,135,Cv,M6,4.4,117,A
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,136,Cv,M6,4.1,109,A
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,136,Cv,M6,,4.5,119,A
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,136,Cv,M6,,4.1,109,A
Opel Zafira,Tourer,1.6,CDTI,Start,&,Stop,136,Cv,M6,4.5,119,A
Opel Zafira,Tourer,1.6,CNG,150,Cv,M6,4.7,129,NA
Opel Zafira,Tourer,1.6,CNG,150,Cv,M6,,4.7,129,NA
Opel Zafira,Tourer,1.6,Turbo,Start,&,Stop,200,Cv,M6,7.2,168,C
Opel Zafira,Tourer,1.6,Turbo,Start,&,Stop,200,Cv,M6,,7.2,168,C
Opel Zafira,Tourer,1.8,115,Cv,M5,7.2,169,C
Opel Zafira,Tourer,1.8,115,Cv,M5,,7.2,169,C
Opel Zafira,Tourer,2.0,CDTI,110,Cv,M6,5.1,134,B
Opel Zafira,Tourer,2.0,CDTI,110,Cv,M6,,5.1,134,B
Opel Zafira,Tourer,2.0,CDTI,130,Cv,M6,5.1,134,B
Opel Zafira,Tourer,2.0,CDTI,130,Cv,M6,,5.1,134,B
Opel Zafira,Tourer,2.0,CDTI,165,Cv,A6,,5.7,150,C
Opel Zafira,Tourer,2.0,CDTI,165,Cv,M6,5.3,139,C
Opel Zafira,Tourer,2.0,CDTI,165,Cv,M6,,5.3,139,C
Opel Zafira,Tourer,2.0,CDTI,170,Cv,A6,5.8,153,C
Opel Zafira,Tourer,2.0,CDTI,170,Cv,A6,,6.1,161,D
Opel Zafira,Tourer,2.0,CDTI,170,Cv,A6,,5.8,153,C
Opel Zafira,Tourer,2.0,CDTI,170,Cv,A6,6.1,161,D
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,170,Cv,M6,4.9,129,B
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,170,Cv,M6,,5.2,137,B
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,170,Cv,M6,,4.9,129,B
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,170,Cv,M6,5.2,137,B
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,195,Cv,M6,,5.6,149,C
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,EoFlex,130,Cv,M6,4.5,119,A
Opel Zafira,Tourer,2.0,CDTI,Start,&,Stop,EoFlex,130,Cv,M6,,4.5,119,A
Opel Zafira,Tourer,MY12,1.4,Turbo,140,Cv,A6,,7.2,169,C
Opel Zafira,Tourer,MY12,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.3,148,B
Opel Zafira,Tourer,MY12,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.3,148,B
Opel Zafira,Tourer,MY12,2.0,CDTI,Start,&,Stop,165,Cv,M6,5.2,137,B
Opel Zafira,Tourer,MY12,2.0,CDTI,Start,&,Stop,165,Cv,M6,,5.2,137,B
Opel Zafira,Tourer,MY13,2.0,CDTI,110,Cv,M6,5.2,137,B
Opel Zafira,Tourer,MY13,2.0,CDTI,110,Cv,M6,,5.2,137,B
Opel Zafira,Tourer,MY13,2.0,CDTI,130,Cv,M6,5.2,137,B
Opel Zafira,Tourer,MY13,2.0,CDTI,130,Cv,M6,,5.2,137,B
Opel Zafira,Tourer,MY13,2.0,CDTI,165,Cv,A6,,6,159,D
Opel Zafira,Tourer,MY13,2.0,CDTI,165,Cv,A6,,6,159,D
Opel Zafira,Tourer,MY14,1.4,Turbo,140,Cv,A6,7,164,C
Opel Zafira,Tourer,MY14,2.0,CDTI,165,Cv,A6,5.8,154,C
Opel Zafira,Tourer,MY14,2.0,CDTI,165,Cv,A6,,5.8,154,C
Opel Zafira,Tourer,MY14'5,1.4,Turbo,120,Cv,M6,6.6,154,B
Opel Zafira,Tourer,MY14'5,1.4,Turbo,120,Cv,M6,(M1-AF),6.6,154,B
Opel Zafira,Tourer,MY14'5,1.4,Turbo,140,Cv,A6,,6.8,159,B
Opel Zafira,Tourer,MY14'5,1.4,Turbo,140,Cv,M6,GLP,9.16,139,NA
Opel Zafira,Tourer,MY14'5,1.4,Turbo,140,Cv,M6,GLP,(M1-AF),9.16,139,NA
Opel Zafira,Tourer,MY14'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.1,144,B
Opel Zafira,Tourer,MY14'5,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.1,144,B
Opel Zafira,Tourer,MY14'5,1.6,CDTI,Start,&,Stop,135,Cv,M6,4.1,109,A
Opel Zafira,Tourer,MY14'5,1.6,CDTI,Start,&,Stop,135,Cv,M6,4.4,117,A
Opel Zafira,Tourer,MY14'5,1.6,Turbo,Start,&,Stop,170,Cv,M6,,6.6,154,B
Opel Zafira,Tourer,MY14'5,1.6,Turbo,Start,&,Stop,200,Cv,M6,7,164,C
Opel Zafira,Tourer,MY17,1.4,Turbo,140,Cv,A6,6.8,159,B
Opel Zafira,Tourer,MY17,1.4,Turbo,140,Cv,A6,,7.2,168,C
Opel Zafira,Tourer,MY17,1.4,Turbo,140,Cv,A6,,6.8,159,B
Opel Zafira,Tourer,MY17,1.4,Turbo,140,Cv,M6,GLP,5.1,146,NA
Opel Zafira,Tourer,MY17,1.4,Turbo,140,Cv,M6,GLP,(M1-AF),5.1,146,NA
Opel Zafira,Tourer,MY17,1.6,CDTI,Start,&,Stop,136,Cv,M6,4.1,109,A
Opel Zafira,Tourer,MY17,1.6,CDTI,Start,&,Stop,136,Cv,M6,,4.5,119,A
Opel Zafira,Tourer,MY17,1.6,CDTI,Start,&,Stop,136,Cv,M6,,4.1,109,A
Opel Zafira,Tourer,MY17,1.6,CDTI,Start,&,Stop,136,Cv,M6,4.5,119,A
Opel Zafira,Tourer,MY18,1.4,Turbo,Start,&,Stop,120,Cv,M6,6.2,143,B
Opel Zafira,Tourer,MY18,1.4,Turbo,Start,&,Stop,140,Cv,M6,6.2,143,B
Opel Zafira,Tourer,MY18,1.4,Turbo,Start,&,Stop,140,Cv,M6,,6.2,143,B
Opel Zafira,Tourer,MY18,1.6,CDTI,Start,&,Stop,120,Cv,M6,4.5,119,A
Opel Zafira,Tourer,MY18,1.6,CDTI,Start,&,Stop,120,Cv,M6,,4.5,119,A
Opel Zafira,Tourer,MY18,2.0,CDTI,170,Cv,A6,5.8,153,C
Opel Zafira,Tourer,MY18,2.0,CDTI,170,Cv,A6,,6.1,161,D
Opel Zafira,Tourer,MY18,2.0,CDTI,170,Cv,A6,,5.8,153,C
Opel Zafira,Tourer,MY18,2.0,CDTI,170,Cv,A6,6.1,161,D
